,number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_grow_policy,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
184,184,0.967187394917513,2022-03-30 14:51:55.627234,2022-03-30 14:54:48.312269,0 days 00:02:52.685035,0.43307601284913433,3.1371017495324405,lossguide,0.4323900138482898,7.813435231224705,12,2,4.053070952365566,8.699173679715328,12.59361192513864,0.6849688625688172,COMPLETE
185,185,0.9689133553710617,2022-03-30 14:54:48.314555,2022-03-30 15:00:59.810979,0 days 00:06:11.496424,0.9034172442753358,5.387858983403717,lossguide,0.334702082520438,5.759463560753339,10,3,9.886606958037422,6.930133988608448,11.882215540042097,0.9409275826986518,COMPLETE
186,186,0.9717888922127886,2022-03-30 15:00:59.813010,2022-03-30 15:05:40.709104,0 days 00:04:40.896094,0.5340546260407393,1.6758084980694061,lossguide,0.11636352809548858,5.148195748578296,14,3,6.796479916301518,4.300044278778798,7.233438363669589,0.8240309357558894,COMPLETE
187,187,0.9607390890083036,2022-03-30 15:05:40.711273,2022-03-30 15:10:25.713534,0 days 00:04:45.002261,0.5953334834139812,0.07952776350643409,lossguide,0.006892368657785863,9.533381687352744,9,18,8.874588129843627,9.079680831844632,18.557436409116967,0.9662736959803282,COMPLETE
188,188,0.9729411161782417,2022-03-30 15:10:25.716312,2022-03-30 15:15:03.857505,0 days 00:04:38.141193,0.6182065089741765,0.8495469561698616,lossguide,0.0796493665751603,9.66502243411194,12,7,3.944899042255071,6.920064641856561,15.729840364745023,0.9101567737789511,COMPLETE
189,189,0.9723525788268955,2022-03-30 15:15:03.859549,2022-03-30 15:18:45.069227,0 days 00:03:41.209678,0.593432644321095,0.8598450454033816,lossguide,0.1716743346732184,8.682318736573116,11,9,4.99880390104159,9.538465363762896,14.031871256027626,0.8085707724340526,COMPLETE
190,190,0.9688921246328343,2022-03-30 15:18:45.071432,2022-03-30 15:21:54.399328,0 days 00:03:09.327896,0.48893661115410914,2.1046572976217734,lossguide,0.3609292109064606,9.608754099623948,6,2,4.39945644247199,8.319469191416333,2.278131932124179,0.9832022330695358,COMPLETE
191,191,0.9730576040586411,2022-03-30 15:21:54.401345,2022-03-30 15:25:57.757492,0 days 00:04:03.356147,0.6620561455100953,0.6554026513696987,lossguide,0.10155753034987901,9.717859137328897,9,4,1.7664049797182968,8.059352934915356,16.49825821766577,0.7638216430855855,COMPLETE
192,192,0.9708312758620571,2022-03-30 15:25:57.759507,2022-03-30 15:30:25.248115,0 days 00:04:27.488608,0.7188226273825301,1.7878619673414091,lossguide,0.2213111598607821,9.149631725229083,10,2,2.030649434635597,7.012550537725186,15.120655386903547,0.688038180286453,COMPLETE
193,193,0.9717146303250527,2022-03-30 15:30:25.250021,2022-03-30 15:35:21.616075,0 days 00:04:56.366054,0.719719769384806,1.1612502089781496,lossguide,0.242647256050873,9.850879324900067,13,8,1.7721645751792425,8.258205656523007,19.413217408025748,0.9814959185142046,COMPLETE
194,194,0.9713548948961,2022-03-30 15:35:21.618308,2022-03-30 15:39:09.931677,0 days 00:03:48.313369,0.7964235104835581,1.1771820741537957,depthwise,0.17792898420743725,3.6602426388822895,15,15,3.291083086667017,3.5040557813174384,4.107567895767606,0.8239179081512581,COMPLETE
195,195,0.9715495556001161,2022-03-30 15:39:09.933711,2022-03-30 15:43:23.403154,0 days 00:04:13.469443,0.6269258028035068,2.0312362854180623,lossguide,0.2035247680544814,9.739130709074331,10,12,4.532628732684881,5.856974430488949,14.345076835526122,0.9824230448454442,COMPLETE
196,196,0.9656367006100385,2022-03-30 15:43:23.405250,2022-03-30 15:48:50.192581,0 days 00:05:26.787331,0.6143839640025206,0.8098820368846246,lossguide,0.0068047360510741645,9.447431415913675,12,3,6.260447536739228,9.807060490500973,14.316251586287331,0.7572425634592914,COMPLETE
197,197,0.9703768022610646,2022-03-30 15:48:50.194743,2022-03-30 15:52:24.398720,0 days 00:03:34.203977,0.9101075279660231,1.7351835571308243,lossguide,0.2716687121999367,3.6511061130278337,7,35,7.387270604969626,6.780148802797028,19.918195358210852,0.9110330719172034,COMPLETE
198,198,0.9714321455840866,2022-03-30 15:52:24.400889,2022-03-30 15:54:25.728519,0 days 00:02:01.327630,0.3793277832373681,0.010359275809959989,lossguide,0.13956878461777028,8.056261549059256,13,17,1.5343442221679993,6.617117242085195,15.775438649642194,0.6906111312831154,COMPLETE
199,199,0.9732095419296157,2022-03-30 15:54:25.730538,2022-03-30 15:59:01.372565,0 days 00:04:35.642027,0.7333090667948312,0.686509279863869,lossguide,0.0571035315713899,9.89518925762564,10,8,2.3087445982646853,9.185897991442204,17.29253415864619,0.8376273311541326,COMPLETE
